Bangla,English
আমি রাতে নাটক দেখছিলাম আর হাসতে হাসতে বউয়ের ঘুম হারাম করে ফেলেছিলাম।,I was watching a drama at night and I spoiled my wife sleep by laughing.
"আমি রাতে নাটকটা দেখতে ছিলাম,হাসতে হাসতে  হাসবেন্ড এর ঘুম হারাম করে ফেলেছি। ",I was watching a drama at night and I spoiled my husband sleep by laughing.
মগা ভাইরে কুত্তায় দিছে কামড়।,Brother Moga has been bitten by the dog.
তুই আমার সব এইভাবে যদি কেউ বলতো আমায় আহ কি যে ভালো হতো।,It would be nice if someone told me that you are my everything.
কাউকে সত্যি করে ভালবাসতে জানলে ভালোবাসা তাহলে অনেক সুন্দর।,"If you know how to love someone truly, Love is then very beautiful"
মিশুর না থাকার কারনে নাটকের সব জায়গায় ঠিকই শূন্যতা টের পাওয়া গেছে।,"Due to Mishur's absence, there has observed a kind of emptiness in all parts of the play."
বাস্তবতার সাথে মিলিয়ে আগে যেভাবে নাটক হতো সেগুলো এখন আর হচ্ছে না।,Dramas are no longer happening as the same as they used to be in the past relating with the reality.
মারুফ ভাইয়ের এখন পর্যন্ত ভার্জিন থাকা শুনে অনেক মজাও পাইছি।,I have amused to hear that Maruf Bhai is still a virgin.
পাভেলের মুখে গোলাপটা নিয়ে ডান্স টা হেব্বি হয়েছে।,The dance Pabel gave by carring rose on his mouth was fantastic.
"এতো ধলা হইয়া কি লাভ, যদি তোর ক্যারেক্টারই ঠিক না থাকে। ","What is the use of being so fair, if your character is not right."
"এই নাটকের পাভেল হচ্ছি আমি, যাকে লাইফে একা একাই নাচতে হয়।","I am Pavel in this play, who has to dance alone in life."
সোহেল কই? অয় এখানে থাকলে খেলা জমতো।,"Where is Sohail? If he was here, the game would have been fantastic."
